"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"R-RNO-2565942","Regulation of PLK1 Activity at G2/M Transition",55,0.478771170068333,1.76735191835585,0.00159851104836071,0.0051686871437531,0.00232143275420026,4176,"tags=51%, list=23%, signal=40%","56010/116670/64462/296554/299331/100912032/114764/29214/291540/83572/290626/64158/316531/299730/85265/192255/294010/25515/54237/58945/683722/192228/25203/252921/100362495/306102/50522/500069",0.45505986738723
"R-RNO-5696394","DNA Damage Recognition in GG-NER",24,0.589318465726024,1.76703143523617,0.00379389240112396,0.0108321440422063,0.00486508339127946,5169,"tags=67%, list=28%, signal=48%","296084/65137/100912032/298012/192255/25591/361925/81822/360915/290027/24919/85423/50522/363283/261736/287367",0.431707695803346
"R-RNO-5686938","Regulation of TLR by endogenous ligand",14,0.659074240810759,1.76665170870607,0.00387811214551504,0.0110418470809803,0.0049592681405835,2748,"tags=64%, list=15%, signal=55%","448830/60350/54225/24366/94195/29260/310553/25459/24367",0.431707695803346
"R-RNO-70171","Glycolysis",46,0.498453583028257,1.76507353898536,0.00130023474029578,0.00432707989871161,0.00194343838726071,3135,"tags=54%, list=17%, signal=45%","24383/53372/25497/24334/295692/113975/366016/66020/499974/315722/65274/25060/25059/117021/245922/81738/24189/289608/287830/291874/362281/58958/362557/117276/685076",0.45505986738723
"R-RNO-4551638","SUMOylation of chromatin organization proteins",36,0.528697297344552,1.76436721692507,0.00260779047460364,0.00788491220197267,0.00354138158115747,3440,"tags=58%, list=19%, signal=48%","53372/25497/295692/113975/366016/313038/499974/363287/499417/25573/65274/117021/245922/81738/287830/291874/362281/58958/362557/297893/64627",0.431707695803346
"R-RNO-196741","Cobalamin (Cbl, vitamin B12) transport and metabolism",10,-0.728932094278157,-1.76374595787086,0.00698360925515804,0.0178954987163425,0.00803747561372049,3754,"tags=80%, list=20%, signal=64%","314459/290947/362134/81522/313520/29216/80848/362851",0.407017918923954
"R-RNO-6798695","Neutrophil degranulation",343,0.36725786871813,1.76221662218225,2.61004193933804e-07,1.93861810711702e-06,8.70699163362273e-07,4057,"tags=38%, list=22%, signal=31%","301252/305679/50692/84398/299809/499400/305234/64527/170923/83841/81503/259275/171361/24988/114091/140914/94198/288305/89824/24605/56611/83806/287670/24440/246324/60350/29738/291091/25406/296554/299331/79209/94195/64681/289924/361422/170496/24917/302495/116643/288778/83462/83782/311078/289211/25423/24468/287721/360854/362638/304988/25052/361598/25308/445415/29214/304966/361537/78963/171337/362432/117152/287984/291085/29292/100362805/24699/83781/307833/64185/29677/64537/252929/298682/81687/29565/25060/25581/113940/310553/363875/308995/79113/365388/25528/24472/29385/25459/156767/287772/117273/308875/362966/309684/316519/689388/24189/85274/361697/690906/24426/94167/316516/24223/499285/295706/29221/58945/378947/63849/613224/24159/24251/292072/291854/64189/307039/498234/316010/54258/29669/291000/361467/81675/50645/25505/116590/299314/25441/308632/114901/246250",0.674962860011025
"R-RNO-3371571","HSF1-dependent transactivation",19,0.620657276288449,1.7601977671937,0.00528248843295929,0.0141799743125547,0.00636870754746059,3198,"tags=58%, list=17%, signal=48%","301252/362809/79245/299331/25400/24468/171140/260321/24472/24246/113906",0.407017918923954
"R-RNO-73762","RNA Polymerase I Transcription Initiation",27,0.564443439322045,1.7598641316497,0.00240706028313576,0.00738693649764717,0.00331772379753358,5417,"tags=70%, list=29%, signal=50%","680493/313245/361784/361420/362728/83582/83712/304714/83581/64520/360893/84389/297893/690450/294693/288651/362834/291703/83503",0.431707695803346
"R-RNO-622312","Inflammasomes",12,0.689948903105511,1.75604066345617,0.00611103301528246,0.0160610483093962,0.0072135616986003,1616,"tags=42%, list=9%, signal=38%","301252/290408/300732/315435/24888",0.407017918923954
"R-RNO-9013405","RHOD GTPase cycle",34,0.527742586332802,1.7547375113342,0.00637944433126034,0.0166809449988313,0.0074919783330476,3335,"tags=44%, list=18%, signal=36%","78967/83425/305234/81634/293057/25513/298609/290396/116685/25437/362988/296078/298584/310074/29579",0.407017918923954
"R-RNO-8856688","Golgi-to-ER retrograde transport",89,0.436774111583093,1.75222982306797,0.000610454760878668,0.00228363551058626,0.00102565818465855,4347,"tags=44%, list=24%, signal=34%","498736/291081/305012/307351/79120/246118/300218/310710/296554/84599/691149/361207/306809/500929/83572/64158/316531/84392/293502/60384/81655/294010/58945/298584/304290/303575/84393/64189/307039/353302/171041/140932/84428/362466/315131/140940/309523/65165/171291",0.477270815362862
"R-RNO-9824878","Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7",10,0.728321137391234,1.75184450697651,0.00668804309013704,0.0173550485250392,0.00779474109696382,3957,"tags=70%, list=21%, signal=55%","448830/60350/100912032/29260/299827/192255/50522",0.407017918923954
"R-RNO-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes",19,0.617616934993153,1.75157529201467,0.00590394380288825,0.0156370604598462,0.00702313437074045,4363,"tags=63%, list=24%, signal=48%","100912032/498560/292588/314432/299602/192255/297593/303478/296368/360847/50522/361831",0.407017918923954
"R-RNO-3000171","Non-integrin membrane-ECM interactions",20,0.610864040596458,1.75119855033813,0.00444896183678232,0.0121930103815558,0.0054762946343652,3190,"tags=55%, list=17%, signal=46%","29302/24511/24771/290905/54250/59086/85490/25724/25216/29393/170921",0.407017918923954
"R-RNO-2454202","Fc epsilon receptor (FCERI) signaling",51,0.483940211263845,1.74806392091473,0.00104541775172322,0.00359581609233656,0.00161500300224579,3978,"tags=47%, list=22%, signal=37%","29431/29748/25513/24525/24605/81515/84351/293621/85385/83477/116554/366962/25272/313121/363875/29432/84477/24674/50663/24242/25155/116667/116590/25441",0.45505986738723
"R-RNO-168638","NOD1/2 Signaling Pathway",17,0.632544778108273,1.74688885332823,0.0058077755970737,0.0154622597064949,0.0069446254219489,3957,"tags=65%, list=21%, signal=51%","78971/64044/500133/100912032/313121/64314/192255/689314/301512/312937/50522",0.407017918923954
"R-RNO-6782135","Dual incision in TC-NER",40,0.511205334327522,1.74643647164672,0.00149571136251125,0.00486699729071122,0.00218593360577381,5569,"tags=70%, list=30%, signal=49%","292673/117017/296883/25737/100912032/289758/299112/304573/59294/288414/362394/59102/192255/304528/246216/116468/84389/288003/294693/50522/361365/288651/362385/245976/298098/291703/83503/360471",0.45505986738723
"R-RNO-8854691","Interleukin-20 family signaling",15,0.641503264535883,1.74642877207525,0.0114712457920848,0.0274079881978715,0.0123098573699071,4143,"tags=53%, list=22%, signal=41%","25125/24514/170819/362628/681112/25622/444986/25326",0.380730400722792
"R-RNO-9006936","Signaling by TGFB family members",91,0.433605557574545,1.74604531773513,0.00051519826254579,0.00195584525596087,0.000878436460373165,4488,"tags=48%, list=24%, signal=37%","81809/311061/25631/114031/295062/25671/29302/25717/24511/310655/116510/297699/500715/100912032/54250/25639/29357/29200/25196/292734/362110/59086/499929/117273/116479/192255/25591/680111/83823/24790/24666/83727/297893/25237/81707/116590/50522/81751/81810/361831/50554/363455/690516/81918",0.477270815362862
"R-RNO-2995383","Initiation of Nuclear Envelope (NE) Reformation",11,0.712511002235316,1.74244174769422,0.00600082933076627,0.0158230189068188,0.00710665461828422,3732,"tags=64%, list=20%, signal=51%","117104/24917/116685/25437/54237/25203/114087",0.407017918923954
"R-RNO-187687","Signalling to ERKs",24,0.579933593650617,1.73889153306547,0.00482816892666022,0.0131517911474041,0.00590691560484267,5088,"tags=67%, list=28%, signal=48%","24525/289014/24605/315994/293621/54245/29622/170851/85385/689314/314612/310738/116590/81504/287942/56011",0.407017918923954
"R-RNO-912631","Regulation of signaling by CBL",14,0.648472972721958,1.73823495802181,0.0050273639916102,0.0136324023582023,0.00612277440529864,5021,"tags=79%, list=27%, signal=57%","25150/25513/81515/25734/100912032/54245/192255/25155/50522/81504/287942",0.407017918923954
"R-RNO-193639","p75NTR signals via NF-kB",13,0.66603428746297,1.73701155293321,0.011026288086722,0.0264682559458783,0.0118877917332605,3957,"tags=69%, list=21%, signal=54%","113894/100912032/84351/24596/301059/84006/192255/310738/50522",0.380730400722792
"R-RNO-389356","CD28 co-stimulation",28,0.56685213720347,1.73657227074281,0.00289133709042639,0.0085902043990929,0.00385815223531781,2671,"tags=50%, list=14%, signal=43%","29431/25150/246273/25513/81515/116596/83805/366962/24185/363875/360640/29414/29432/64465",0.431707695803346
"R-RNO-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)",47,0.493073925861701,1.73581179208275,0.00158551516922261,0.00514288939383916,0.00230984610947419,5569,"tags=68%, list=30%, signal=48%","292673/117017/296883/25737/100912032/289758/299112/304573/59294/288414/362394/59102/192255/304528/246216/116468/360915/84389/288003/294693/50522/361365/363283/288651/362385/245976/261736/287367/298098/291703/83503/360471",0.45505986738723
"R-RNO-5696395","Formation of Incision Complex in GG-NER",21,0.58625663561207,1.73366238791695,0.00707257123494985,0.0180782681192608,0.00811956355338484,3957,"tags=62%, list=21%, signal=49%","292673/296883/100912032/298012/499417/25573/59102/192255/25591/290027/84389/294693/50522",0.407017918923954
"R-RNO-156581","Methylation",10,-0.716012620781563,-1.73248561231014,0.00938039636759177,0.0234509909189794,0.0105326356429926,3379,"tags=60%, list=18%, signal=49%","683630/290947/29443/81522/171347/140925",0.380730400722792
"R-RNO-2046104","alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",10,-0.715418642822271,-1.7310484054249,0.00955572582177856,0.0236584999210701,0.0106258349759851,3083,"tags=60%, list=17%, signal=50%","25541/83512/25288/79244/50681/498728",0.380730400722792
"R-RNO-2046106","alpha-linolenic acid (ALA) metabolism",10,-0.715418642822271,-1.7310484054249,0.00955572582177856,0.0236584999210701,0.0106258349759851,3083,"tags=60%, list=17%, signal=50%","25541/83512/25288/79244/50681/498728",0.380730400722792
"R-RNO-430116","GP1b-IX-V activation signalling",11,0.707744337920366,1.73078489625816,0.00668176366849109,0.0173550485250392,0.00779474109696382,2655,"tags=64%, list=14%, signal=55%","25513/293860/116727/25578/83805/691992/29393",0.407017918923954
"R-RNO-1257604","PIP3 activates AKT signaling",178,0.389675224630156,1.73066156535154,6.7458008823791e-05,0.000326153108699933,0.000146486426506845,3677,"tags=36%, list=20%, signal=29%","25267/29670/294235/25556/296651/29673/25150/246273/24553/25513/289990/292766/94198/29675/25433/83806/287670/25466/79209/117262/289924/100912032/291171/301059/54250/311078/29614/29668/117263/83805/81827/24628/24968/24827/287984/83712/24185/24967/29677/25581/363875/24629/365388/291983/361749/59325/287772/83499/64520/308875/29414/192255/84477/29183/29666/161475/300177/29671/25622/25022/297893/29676/363193/29669",0.538434096309916
"R-RNO-425366","Transport of bile salts and organic acids, metal ions and amine compounds",66,-0.457190288968223,-1.72675732616114,0.00147296574243111,0.00480824804456016,0.00215954732614292,3262,"tags=41%, list=18%, signal=34%","83500/24904/65202/58980/29464/114511/58976/29509/309131/113918/360539/252854/89776/25246/29726/365398/294255/171163/29503/50676/29323/171147/310625/295455/293048/29735/295417",0.45505986738723
"R-RNO-187037","Signaling by NTRK1 (TRKA)",55,0.467191061705369,1.72460471883853,0.00324377106989541,0.00947255084513616,0.00425444395958528,4068,"tags=47%, list=22%, signal=37%","501099/60587/314910/25513/300980/24525/289014/24605/116663/315994/293621/54245/114090/29622/170851/85385/117273/116563/315305/689314/314612/363193/81771/310738/116590/24673",0.431707695803346
"R-RNO-9730414","MITF-M-regulated melanocyte development",28,0.562665548659866,1.72374650349828,0.00311204571066282,0.00913996233074325,0.00410506717404784,3954,"tags=46%, list=21%, signal=37%","289352/299851/85252/287191/291624/292028/29414/297893/116483/81771/50645/116590/84027",0.431707695803346
"R-RNO-114608","Platelet degranulation",95,0.427319096126125,1.72292912950884,0.000433065806410884,0.00169424599836319,0.000760943358513501,3549,"tags=39%, list=19%, signal=32%","81809/305679/24617/24854/29302/81634/25717/116510/304983/500152/309186/293860/287876/24366/116662/24153/313494/360950/24628/360918/59086/293628/316531/25651/24189/311795/361196/24367/307396/299909/312159/25087/25673/170924/50663/24242/24483",0.49849310876659
"R-RNO-881907","Gastrin-CREB signalling pathway via PKC and MAPK",13,0.660522646490885,1.72263724184391,0.0119083730139531,0.028320376657313,0.0127196419816265,4414,"tags=62%, list=24%, signal=47%","24525/24605/25433/293621/25320/81771/116590/81504",0.380730400722792
"R-RNO-5218859","Regulated Necrosis",37,0.515485669548053,1.71943820689112,0.00420602839558945,0.0116834122099707,0.00524741680637981,2964,"tags=49%, list=16%, signal=41%","78971/306886/83841/246240/64044/246097/299331/100912032/25402/501083/64665/25385/25459/114562/690743/311786/192255/83764",0.407017918923954
"R-RNO-8951664","Neddylation",149,0.393391353416908,1.71934163936979,0.000268156439784448,0.00110577731788476,0.000496642109146007,4077,"tags=44%, list=22%, signal=34%","89829/29670/313722/64525/304794/296651/29673/289990/292766/94198/363284/29675/140639/83619/83806/287670/313743/362093/117262/289924/100912032/116643/303336/311078/498560/29614/29668/117263/315745/81827/305073/297592/24968/117152/287984/83712/361258/24967/29677/25581/117524/365388/291983/685860/29560/287772/83499/64041/192255/315405/29666/161475/360915/81807/688478/29671/362566/29676/29669/300948/50522/288921/29168/314457/84478",0.49849310876659
"R-RNO-389661","Glyoxylate metabolism and glycine degradation",11,-0.702142982708244,-1.71647318773455,0.00839256543957512,0.0211429542381636,0.00949601806492601,2990,"tags=73%, list=16%, signal=61%","685325/83784/25134/114027/360975/171133/298942/299201",0.380730400722792
"R-RNO-2022090","Assembly of collagen fibrils and other multimeric structures",27,0.55043066884462,1.7161740638231,0.00334430165746854,0.00971079093174293,0.00436144566524682,4693,"tags=56%, list=25%, signal=42%","678743/290350/290905/25697/304021/298069/81687/83470/85490/29393/25335/84032/84352/29569/554172",0.431707695803346
"R-RNO-1566948","Elastic fibre formation",24,0.571284203842817,1.71295692457299,0.00696447964700183,0.0178912071132253,0.00803554810915942,1957,"tags=38%, list=11%, signal=34%","81809/311061/29302/25717/24511/290350/292734/59086/293677",0.407017918923954
"R-RNO-5675221","Negative regulation of MAPK pathway",39,0.49861365108029,1.71277240747509,0.00528463432916674,0.0141799743125547,0.00636870754746059,4095,"tags=49%, list=22%, signal=38%","63995/171109/60587/300980/24525/24605/100912032/116663/293621/170851/293847/192255/361679/363193/116590/50522/246781/24673/297682",0.407017918923954
"R-RNO-1280218","Adaptive Immune System",432,0.349647997031072,1.71199638261135,8.27919479005207e-08,6.47799592351403e-07,2.90948774808251e-07,4452,"tags=40%, list=24%, signal=31%","498736/25066/89829/29431/29670/300968/291081/499400/313722/64525/25361/296651/29748/29673/25150/316241/24511/246273/24988/307351/25464/116591/680844/25513/289990/246118/292766/94198/363284/24525/29675/300218/310710/24605/83806/287670/81515/291597/25697/24812/313743/296554/117262/289924/100912032/84351/29274/303336/691149/25639/311078/293621/94196/289211/89843/116596/25423/295461/29614/29668/292588/117263/25578/308417/83805/83477/81827/499356/25679/304966/361537/500929/297592/171337/24968/366962/302934/287984/64158/361258/361673/24699/24185/24967/29677/313121/316531/25581/363875/360640/308995/117524/365388/291983/84392/685860/314432/293502/287772/83499/29414/309684/29432/367167/29468/299602/307199/116563/81655/54259/29393/64465/192255/294010/295704/361389/24674/64202/24223/29666/161475/58945/499342/140941/81807/303478/298584/298689/296368/29671/310843/302938/25622/50663/84393/24242/64517/353302/360643/171041/25155/25713/362566/29676/363193/29669/314613/89821/300948/290644/501779/84428/310727/50522/288921/312711/24673/84357/313050/24232/312647/289437/497811/315707/64515/361831/498005/81504/308901/84032/690516",0.704975715167238
"R-RNO-6809371","Formation of the cornified envelope",49,0.483112063411775,1.71082525213512,0.00236445856830278,0.00727798808561666,0.00326879136940017,6489,"tags=55%, list=35%, signal=36%","25626/287925/60335/294853/300242/287702/407757/300247/302934/293619/315323/315318/287701/24332/360626/287700/286912/308564/81679/300248/303687/287699/406228/450229/406227/310575/361319",0.431707695803346
"R-RNO-9013420","RHOU GTPase cycle",30,0.532004315942231,1.71002889330993,0.00389424630662959,0.0110570705382142,0.00496610551171315,2671,"tags=37%, list=14%, signal=31%","29431/315686/366492/140922/25513/288093/83709/361598/56084/29432/64465",0.431707695803346
"R-RNO-198725","Nuclear Events (kinase and transcription factor activation)",22,0.579918882255259,1.70884720912241,0.00681658529156357,0.0176439392016481,0.00792449170101686,4068,"tags=59%, list=22%, signal=46%","501099/60587/314910/300980/289014/116663/114090/315305/689314/363193/81771/116590/24673",0.407017918923954
"R-RNO-1227986","Signaling by ERBB2",36,0.5117972024143,1.7079682649962,0.00454491983718351,0.0124227808883016,0.00557949236436391,2700,"tags=53%, list=15%, signal=45%","117255/25150/366275/25513/24525/24605/25433/299331/100912032/293621/85385/83805/24185/59325/117273/114562/29414/298787/192255",0.407017918923954
"R-RNO-9843970","Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex",16,0.633387654504738,1.70788058849119,0.00746203692268171,0.0190263379247482,0.00854537386817368,3440,"tags=56%, list=19%, signal=46%","117056/366975/500987/24829/691488/680615/291159/310678/64627",0.407017918923954
"R-RNO-3000170","Syndecan interactions",10,0.706807811432554,1.70009810010645,0.0103625697747057,0.0253644755198029,0.0113920464959746,3190,"tags=80%, list=17%, signal=66%","29302/24511/24771/54250/59086/25724/25216/170921",0.380730400722792
"R-RNO-189200","Cellular hexose transport",11,-0.694968989731997,-1.69893549684256,0.0108249968234755,0.0261689192076944,0.0117533494485508,2396,"tags=55%, list=13%, signal=48%","25139/85256/25552/303205/308028/304785",0.380730400722792
"R-RNO-177929","Signaling by EGFR",40,0.497220936994074,1.69866141943749,0.00258221019978805,0.00783066702598448,0.00351701823224622,4414,"tags=60%, list=24%, signal=46%","117255/25513/24525/24605/25433/306141/100912032/293621/85385/83805/56084/24827/81922/59325/64465/192255/29183/311598/25622/301512/50522/84357/315707/81504",0.431707695803346
"R-RNO-3371568","Attenuation phase",9,0.725735788739714,1.69661599450911,0.0109096764624113,0.026311572644639,0.0118174199468828,2212,"tags=78%, list=12%, signal=69%","301252/362809/79245/299331/24468/260321/24472",0.380730400722792
"R-RNO-446652","Interleukin-1 family signaling",53,0.464274315018295,1.69628626391629,0.00244510537273467,0.00748129255836729,0.00336010230561908,3957,"tags=49%, list=21%, signal=39%","25125/113894/25556/64044/25466/100912032/84351/60582/301059/303604/314870/116554/313121/25459/361749/84388/299827/311786/192255/300177/25742/301365/291921/29197/117022/50522",0.431707695803346
"R-RNO-6791312","TP53 Regulates Transcription of Cell Cycle Genes",19,0.597584288856582,1.69476226436205,0.011110879511923,0.0266089988311239,0.0119510041380052,3604,"tags=68%, list=19%, signal=55%","83722/25498/58936/25737/363221/362485/301513/114494/29619/54237/314818/25203/295707",0.380730400722792
"R-RNO-6811434","COPI-dependent Golgi-to-ER retrograde traffic",66,0.446203258968397,1.69363804993446,0.00310628727100295,0.00913996233074325,0.00410506717404784,4347,"tags=42%, list=24%, signal=33%","498736/291081/305012/307351/79120/246118/300218/310710/296554/84599/361207/500929/64158/316531/84392/293502/60384/304290/303575/84393/353302/171041/140932/315131/140940/309523/65165/171291",0.431707695803346
"R-RNO-390466","Chaperonin-mediated protein folding",18,0.607464211542905,1.69284972325799,0.00429915391198398,0.0118777163336485,0.00533468538047543,3040,"tags=61%, list=16%, signal=51%","299809/295230/24818/29374/288305/294864/81667/294962/24400/60449/170897",0.407017918923954
"R-RNO-391251","Protein folding",18,0.607464211542905,1.69284972325799,0.00429915391198398,0.0118777163336485,0.00533468538047543,3040,"tags=61%, list=16%, signal=51%","299809/295230/24818/29374/288305/294864/81667/294962/24400/60449/170897",0.407017918923954
"R-RNO-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER",40,0.495461637590458,1.69265110530988,0.00262791185261723,0.00792238132039019,0.00355821023345278,5569,"tags=68%, list=30%, signal=47%","117017/296883/25737/100912032/289758/299112/304573/59294/288414/362394/59102/192255/304528/246216/116468/84389/288003/294693/50522/361365/288651/362385/245976/298098/291703/83503/360471",0.431707695803346
"R-RNO-2990846","SUMOylation",95,0.418874229184832,1.68887985022345,0.00067020746727662,0.00245343804985191,0.00110192226592996,3708,"tags=47%, list=20%, signal=38%","310375/362965/53372/60373/25498/25497/309331/295692/299957/113975/25737/366016/291171/313038/499974/78973/363287/60349/499417/291439/25573/65274/308384/117021/245922/361645/497672/64520/114592/313128/64041/81738/309595/287830/291874/362281/25591/300193/58958/362557/64550/297893/64627/500545/63996",0.477270815362862
"R-RNO-382556","ABC-family proteins mediated transport",79,0.437266754892275,1.68866004166824,0.00119177924608561,0.00400515976143525,0.00179885313183212,3764,"tags=54%, list=20%, signal=44%","690315/29670/296651/29673/54318/289990/25303/292766/94198/29675/83806/287670/117262/289924/100912032/116643/311078/29614/29668/117263/24891/81827/24968/287984/85493/24967/29677/25581/365388/291983/287772/83499/192255/140668/29666/161475/170924/29671/24565/29676/301482/29669/114628",0.45505986738723
"R-RNO-6814122","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",17,0.61132928207789,1.68829835536515,0.0109449722497203,0.0263347336994443,0.0118278223623805,2787,"tags=59%, list=15%, signal=50%","299809/295230/24818/29374/288305/294864/81667/294962/24400/60449",0.380730400722792
"R-RNO-380108","Chemokine receptors bind chemokines",35,0.503632665737521,1.68824783583654,0.0106302382495432,0.0258812213914057,0.0116241345985378,3806,"tags=40%, list=21%, signal=32%","116637/25542/81503/245920/29538/305236/497942/298006/360918/29385/316019/287562/54258/114105",0.380730400722792
"R-RNO-1222556","ROS and RNS production in phagocytes",20,-0.585202437239002,-1.68674625875663,0.0148229294530308,0.0343744404736574,0.0154387274376434,4517,"tags=65%, list=24%, signal=49%","366545/299971/79129/24598/289407/436582/116664/94170/297566/297932/368044/362802/312488",0.380730400722792
"R-RNO-201722","Formation of the beta-catenin:TCF transactivating complex",15,0.619166246885988,1.68561846531189,0.0212482538066888,0.0467370389524807,0.0209911898401032,4412,"tags=60%, list=24%, signal=46%","84424/65137/304832/301965/295251/192218/297893/310704/691857",0.352487857583619
"R-RNO-76005","Response to elevated platelet cytosolic Ca2+",99,0.412518274659329,1.67984009199471,0.000696299358607165,0.00252193230590934,0.00113268536012854,3549,"tags=38%, list=19%, signal=31%","81809/305679/24617/24854/29302/81634/25717/116510/304983/500152/309186/293860/287876/24366/116662/24153/313494/360950/24628/360918/59086/293628/316531/25651/24189/311795/361196/24367/24681/307396/299909/312159/25087/25673/170924/50663/24242/24483",0.477270815362862
"R-RNO-73929","Base-Excision Repair, AP Site Formation",20,0.58506639228075,1.67724297048686,0.0094237909066113,0.0235021549374126,0.0105556151395116,4827,"tags=55%, list=26%, signal=41%","500987/290232/24829/691488/680615/304577/305957/64627/29541/315344/81528",0.380730400722792
"R-RNO-2299718","Condensation of Prophase Chromosomes",19,0.590535402282403,1.67477146608563,0.0133855047460813,0.0314682164328746,0.0141334436215255,3613,"tags=68%, list=20%, signal=55%","307947/500987/24829/691488/680615/300149/25515/54237/362519/64627/315508/25203/306594",0.380730400722792
"R-RNO-5674135","MAP2K and MAPK activation",32,0.511362584619833,1.67151715186964,0.0098270141415686,0.0242131959017015,0.0108749677600456,1679,"tags=38%, list=9%, signal=34%","305679/29302/24525/24605/287876/24366/313494/293621/170851/83805/361598/171337",0.380730400722792
"R-RNO-2424491","DAP12 signaling",24,0.556499755916785,1.66862676056612,0.0101892544125565,0.025045529431344,0.0112487969867703,4414,"tags=54%, list=24%, signal=41%","25150/25513/24525/24605/293621/85385/361537/366962/363875/24223/25155/313050/81504",0.380730400722792
"R-RNO-76002","Platelet activation, signaling and aggregation",196,0.367623700221356,1.6653705873463,0.000233067203928183,0.000983102403400771,0.000441544643061988,3556,"tags=36%, list=19%, signal=30%","24697/81809/305679/24617/309207/24854/29302/81634/25717/25150/116510/25513/304983/54320/500152/309186/81515/293860/287876/24366/116727/497931/116662/24153/313494/360950/54245/25578/500336/85385/83805/29636/24628/25679/360918/171337/79218/59086/25643/24185/293628/81667/316531/363875/691992/25651/294962/81749/24400/117273/308875/24189/29393/64465/311795/361196/24367/60449/24681/307396/299909/312159/25087/25673/170924/25622/50663/24242/25155/24483/81666",0.518848077743792
"R-RNO-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",14,0.621134154311615,1.66495312227715,0.0105526053200133,0.0257533820309849,0.0115667176045694,1900,"tags=29%, list=10%, signal=26%","24577/25498/314993/25573",0.380730400722792
"R-RNO-375165","NCAM signaling for neurite out-growth",21,0.560887950186254,1.65864279226202,0.0156922919831734,0.0359031233990016,0.0161253108030091,4624,"tags=48%, list=25%, signal=36%","25150/24525/24605/290905/293621/85490/116590/81504/84032/117523",0.352487857583619
"R-RNO-2559585","Oncogene Induced Senescence",14,0.618753280583701,1.65857117866718,0.0107137106926075,0.0260226385306224,0.0116876498336163,3957,"tags=64%, list=21%, signal=51%","304063/24356/100912032/114483/24842/192255/94201/116590/50522",0.380730400722792
"R-RNO-9706574","RHOBTB GTPase Cycle",23,0.552880882431392,1.65800692365865,0.0172317171710239,0.03925002244511,0.0176285167147904,3009,"tags=52%, list=16%, signal=44%","301252/25537/299809/81634/140922/299331/81818/287876/117259/114562/315265/360915",0.352487857583619
"R-RNO-73863","RNA Polymerase I Transcription Termination",19,0.584468466939772,1.65756550322692,0.0149602487677627,0.0346145710766518,0.0155465782383541,3942,"tags=58%, list=21%, signal=46%","680493/313245/361784/361420/362728/83582/83581/360893/84389/690450/294693",0.380730400722792
"R-RNO-3108232","SUMO E3 ligases SUMOylate target proteins",91,0.410691972506158,1.65377676346434,0.00252158452109013,0.00769233373249222,0.0034548880569081,3708,"tags=46%, list=20%, signal=37%","310375/362965/53372/60373/25498/25497/309331/295692/299957/113975/25737/366016/291171/313038/499974/363287/60349/499417/291439/25573/65274/117021/245922/361645/497672/64520/114592/313128/64041/81738/309595/287830/291874/362281/25591/58958/362557/64550/297893/64627/500545/63996",0.431707695803346
"R-RNO-373752","Netrin-1 signaling",13,0.633040223516008,1.65096332488717,0.0217311686659317,0.0472918214067516,0.021240361462409,4640,"tags=54%, list=25%, signal=40%","25150/83805/54319/363875/64465/60629/310192",0.352487857583619
"R-RNO-9013404","RAC2 GTPase cycle",59,0.443418480797909,1.6490773641647,0.00655519899950737,0.0170968930648729,0.00767879472136825,3335,"tags=36%, list=18%, signal=29%","78967/29431/366492/305234/24511/304282/25513/83709/308509/362842/361598/290396/360678/25437/29432/64465/304109/313024/25097/310074/29579",0.407017918923954
"R-RNO-2129379","Molecules associated with elastic fibres",19,0.58146414914241,1.64904519148502,0.0156601356471423,0.0359031233990016,0.0161253108030091,1957,"tags=42%, list=11%, signal=38%","81809/311061/29302/25717/24511/292734/59086/293677",0.352487857583619
"R-RNO-2173788","Downregulation of TGF-beta receptor signaling",12,0.647209068317091,1.64726030667896,0.0194806189974032,0.0435024716172948,0.0195384359107728,4926,"tags=75%, list=27%, signal=55%","25631/297699/100912032/29357/59086/192255/50522/81810/287155",0.352487857583619
"R-RNO-141405","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",13,0.631015810729252,1.64568367417745,0.0220788600060706,0.047744370266292,0.0214436165088443,4532,"tags=77%, list=25%, signal=58%","292588/297176/361389/171576/296368/360643/64515/293155/361831/304490",0.352487857583619
"R-RNO-141430","Inactivation of APC/C via direct inhibition of the APC/C complex",13,0.631015810729252,1.64568367417745,0.0220788600060706,0.047744370266292,0.0214436165088443,4532,"tags=77%, list=25%, signal=58%","292588/297176/361389/171576/296368/360643/64515/293155/361831/304490",0.352487857583619
"R-RNO-176412","Phosphorylation of the APC/C",13,0.630480956759573,1.64428877973741,0.0224265514593725,0.0482924690039008,0.0216897862472388,4532,"tags=77%, list=25%, signal=58%","292588/361389/25515/54237/296368/360643/25203/293155/361831/304490",0.352487857583619
