fromId,toId,combined_score,fromSymbol,toSymbol
10116.ENSRNOP00000001825,10116.ENSRNOP00000017334,574,Mcm7,Emg1
10116.ENSRNOP00000001825,10116.ENSRNOP00000022231,999,Mcm7,Mcm2
10116.ENSRNOP00000001825,10116.ENSRNOP00000065840,989,Mcm7,Dbf4
10116.ENSRNOP00000001825,10116.ENSRNOP00000075269,462,Mcm7,Tubb5
10116.ENSRNOP00000001825,10116.ENSRNOP00000006964,683,Mcm7,Asf1b
10116.ENSRNOP00000001825,10116.ENSRNOP00000068949,413,Mcm7,Ddx39a
10116.ENSRNOP00000001825,10116.ENSRNOP00000010696,621,Mcm7,Ccne2
10116.ENSRNOP00000001825,10116.ENSRNOP00000066206,999,Mcm7,Cdc45
10116.ENSRNOP00000001825,10116.ENSRNOP00000018923,999,Mcm7,Cdt1
10116.ENSRNOP00000001825,10116.ENSRNOP00000074031,400,Mcm7,Tp53
10116.ENSRNOP00000001825,10116.ENSRNOP00000012022,752,Mcm7,Ssrp1
10116.ENSRNOP00000001825,10116.ENSRNOP00000064620,415,Mcm7,Cdca5
10116.ENSRNOP00000001825,10116.ENSRNOP00000047177,525,Mcm7,Recql4
10116.ENSRNOP00000001825,10116.ENSRNOP00000073202,723,Mcm7,Exo1
10116.ENSRNOP00000001825,10116.ENSRNOP00000042867,989,Mcm7,Orc2
10116.ENSRNOP00000001825,10116.ENSRNOP00000063994,715,Mcm7,Chaf1a
10116.ENSRNOP00000001825,10116.ENSRNOP00000070138,604,Mcm7,Cdk1
10116.ENSRNOP00000001825,10116.ENSRNOP00000071456,724,Mcm7,Eloc
10116.ENSRNOP00000001853,10116.ENSRNOP00000051639,456,Oas1b,Ifit2
10116.ENSRNOP00000001853,10116.ENSRNOP00000010968,441,Oas1b,Irf1
10116.ENSRNOP00000001853,10116.ENSRNOP00000035405,782,Oas1b,Isg15
10116.ENSRNOP00000001853,10116.ENSRNOP00000075245,401,Oas1b,Isg20
10116.ENSRNOP00000001853,10116.ENSRNOP00000003649,447,Oas1b,Cxcl10
10116.ENSRNOP00000001853,10116.ENSRNOP00000033267,595,Oas1b,Ifit3
10116.ENSRNOP00000001853,10116.ENSRNOP00000033812,505,Oas1b,Parp9
10116.ENSRNOP00000001853,10116.ENSRNOP00000026364,533,Oas1b,Irf9
10116.ENSRNOP00000001911,10116.ENSRNOP00000009994,736,Gnb2,Rac2
10116.ENSRNOP00000001911,10116.ENSRNOP00000022363,708,Gnb2,Hras
10116.ENSRNOP00000001911,10116.ENSRNOP00000021358,912,Gnb2,Gng5
10116.ENSRNOP00000001911,10116.ENSRNOP00000036381,698,Gnb2,Nras
10116.ENSRNOP00000001911,10116.ENSRNOP00000026710,924,Gnb2,Gnai3
10116.ENSRNOP00000001911,10116.ENSRNOP00000019265,506,Gnb2,Arpc2
10116.ENSRNOP00000001911,10116.ENSRNOP00000074669,663,Gnb2,Gnb4
10116.ENSRNOP00000001911,10116.ENSRNOP00000025687,696,Gnb2,Pik3r1
10116.ENSRNOP00000001911,10116.ENSRNOP00000026373,983,Gnb2,Gnao1
10116.ENSRNOP00000001911,10116.ENSRNOP00000029234,561,Gnb2,Cct2
10116.ENSRNOP00000001911,10116.ENSRNOP00000030578,695,Gnb2,Pik3r5
10116.ENSRNOP00000001911,10116.ENSRNOP00000017626,666,Gnb2,Prkaa1
10116.ENSRNOP00000001911,10116.ENSRNOP00000009610,543,Gnb2,Frmd6
10116.ENSRNOP00000001911,10116.ENSRNOP00000069551,673,Gnb2,Gnb3
10116.ENSRNOP00000001911,10116.ENSRNOP00000004475,694,Gnb2,Rasd1
10116.ENSRNOP00000001911,10116.ENSRNOP00000017199,696,Gnb2,Rras2
10116.ENSRNOP00000001911,10116.ENSRNOP00000075213,428,Gnb2,Prex2
10116.ENSRNOP00000001911,10116.ENSRNOP00000019531,562,Gnb2,Tcp1
10116.ENSRNOP00000001911,10116.ENSRNOP00000028555,482,Gnb2,Rpl18
10116.ENSRNOP00000001911,10116.ENSRNOP00000002169,511,Gnb2,Cct8
10116.ENSRNOP00000001911,10116.ENSRNOP00000005156,407,Gnb2,Rgs2
10116.ENSRNOP00000001911,10116.ENSRNOP00000029263,418,Gnb2,Adgrg6
10116.ENSRNOP00000001911,10116.ENSRNOP00000071203,719,Gnb2,Prkcg
10116.ENSRNOP00000001911,10116.ENSRNOP00000062075,507,Gnb2,Gpsm1
10116.ENSRNOP00000001911,10116.ENSRNOP00000008011,988,Gnb2,Gngt2
10116.ENSRNOP00000001911,10116.ENSRNOP00000023791,899,Gnb2,Gnat1
10116.ENSRNOP00000001911,10116.ENSRNOP00000075846,650,Gnb2,Mapk10
10116.ENSRNOP00000001911,10116.ENSRNOP00000027809,698,Gnb2,Rras
10116.ENSRNOP00000001911,10116.ENSRNOP00000007356,604,Gnb2,Gcg
10116.ENSRNOP00000001911,10116.ENSRNOP00000030928,598,Gnb2,Cdc42
10116.ENSRNOP00000001911,10116.ENSRNOP00000024292,514,Gnb2,F2rl2
10116.ENSRNOP00000001911,10116.ENSRNOP00000025824,566,Gnb2,Cct3
10116.ENSRNOP00000001911,10116.ENSRNOP00000017411,741,Gnb2,Htr1b
10116.ENSRNOP00000001911,10116.ENSRNOP00000025847,611,Gnb2,Grk2
10116.ENSRNOP00000001911,10116.ENSRNOP00000012847,571,Gnb2,Cct4
10116.ENSRNOP00000001911,10116.ENSRNOP00000021030,595,Gnb2,Cct7
10116.ENSRNOP00000001911,10116.ENSRNOP00000027719,728,Gnb2,Adcy4
10116.ENSRNOP00000001911,10116.ENSRNOP00000060662,410,Gnb2,Rpl3
10116.ENSRNOP00000001911,10116.ENSRNOP00000015886,764,Gnb2,Cct5
10116.ENSRNOP00000001911,10116.ENSRNOP00000028481,573,Gnb2,Fau
10116.ENSRNOP00000001911,10116.ENSRNOP00000028720,714,Gnb2,Plcb3
10116.ENSRNOP00000001911,10116.ENSRNOP00000073036,635,Gnb2,Pak1
10116.ENSRNOP00000001911,10116.ENSRNOP00000046157,418,Gnb2,Rplp0l1
10116.ENSRNOP00000001911,10116.ENSRNOP00000044340,793,Gnb2,Gnb1
10116.ENSRNOP00000001911,10116.ENSRNOP00000062048,650,Gnb2,Mapk8
10116.ENSRNOP00000001916,10116.ENSRNOP00000013025,420,Serpine1,Tlr2
10116.ENSRNOP00000001916,10116.ENSRNOP00000013989,701,Serpine1,Tfpi2
10116.ENSRNOP00000001916,10116.ENSRNOP00000075341,710,Serpine1,Smad2
10116.ENSRNOP00000001916,10116.ENSRNOP00000002187,410,Serpine1,Adamts1
10116.ENSRNOP00000001916,10116.ENSRNOP00000016541,540,Serpine1,Ptx3
10116.ENSRNOP00000001916,10116.ENSRNOP00000015139,497,Serpine1,Ccl3
10116.ENSRNOP00000001916,10116.ENSRNOP00000019361,729,Serpine1,Edn1
10116.ENSRNOP00000001916,10116.ENSRNOP00000028066,751,Serpine1,Icam1
10116.ENSRNOP00000001916,10116.ENSRNOP00000013516,561,Serpine1,Tgfb3
10116.ENSRNOP00000001916,10116.ENSRNOP00000013058,438,Serpine1,Nos3
10116.ENSRNOP00000001916,10116.ENSRNOP00000038428,572,Serpine1,Anxa2
10116.ENSRNOP00000001916,10116.ENSRNOP00000074031,652,Serpine1,Tp53
10116.ENSRNOP00000001916,10116.ENSRNOP00000009503,621,Serpine1,Serbp1
10116.ENSRNOP00000001916,10116.ENSRNOP00000060534,424,Serpine1,Pdgfrb
10116.ENSRNOP00000001916,10116.ENSRNOP00000010031,422,Serpine1,Angptl4
10116.ENSRNOP00000001916,10116.ENSRNOP00000024161,769,Serpine1,Serpinb6a
10116.ENSRNOP00000001916,10116.ENSRNOP00000068338,661,Serpine1,Selp
10116.ENSRNOP00000001916,10116.ENSRNOP00000025157,482,Serpine1,Hbegf
10116.ENSRNOP00000001916,10116.ENSRNOP00000072136,451,Serpine1,Gpx2
10116.ENSRNOP00000001916,10116.ENSRNOP00000023965,781,Serpine1,Mmp9
10116.ENSRNOP00000001916,10116.ENSRNOP00000042371,431,Serpine1,Tnfrsf1a
10116.ENSRNOP00000001916,10116.ENSRNOP00000073712,457,Serpine1,Cav1
10116.ENSRNOP00000001916,10116.ENSRNOP00000006188,471,Serpine1,Myc
10116.ENSRNOP00000001916,10116.ENSRNOP00000003778,585,Serpine1,Cxcl1
10116.ENSRNOP00000001916,10116.ENSRNOP00000052129,565,Serpine1,Procr
10116.ENSRNOP00000001916,10116.ENSRNOP00000073134,567,Serpine1,Csf1
10116.ENSRNOP00000001916,10116.ENSRNOP00000038369,667,Serpine1,Akt1
10116.ENSRNOP00000001916,10116.ENSRNOP00000005311,630,Serpine1,Col1a1
10116.ENSRNOP00000001916,10116.ENSRNOP00000026652,415,Serpine1,Gdf15
10116.ENSRNOP00000001916,10116.ENSRNOP00000025764,999,Serpine1,Plat
10116.ENSRNOP00000001916,10116.ENSRNOP00000009993,811,Serpine1,Casp1
10116.ENSRNOP00000001916,10116.ENSRNOP00000068851,465,Serpine1,Actn1
10116.ENSRNOP00000001916,10116.ENSRNOP00000071188,431,Serpine1,Atf3
10116.ENSRNOP00000001916,10116.ENSRNOP00000026212,421,Serpine1,Notch1
10116.ENSRNOP00000001916,10116.ENSRNOP00000072672,572,Serpine1,Actb
10116.ENSRNOP00000001916,10116.ENSRNOP00000071872,482,Serpine1,Olr1
10116.ENSRNOP00000001916,10116.ENSRNOP00000014785,444,Serpine1,Itgb1
10116.ENSRNOP00000001916,10116.ENSRNOP00000003605,423,Serpine1,Lamc1
10116.ENSRNOP00000001916,10116.ENSRNOP00000013936,501,Serpine1,Mmp8
10116.ENSRNOP00000001916,10116.ENSRNOP00000037346,697,Serpine1,Smad3
10116.ENSRNOP00000001916,10116.ENSRNOP00000054248,408,Serpine1,Tgfa
10116.ENSRNOP00000001916,10116.ENSRNOP00000027891,421,Serpine1,Fosl1
10116.ENSRNOP00000001916,10116.ENSRNOP00000027346,543,Serpine1,Cdh1
10116.ENSRNOP00000001916,10116.ENSRNOP00000025851,408,Serpine1,Ikbkb
10116.ENSRNOP00000001916,10116.ENSRNOP00000003313,748,Serpine1,Tgfb2
10116.ENSRNOP00000001916,10116.ENSRNOP00000071423,783,Serpine1,Vcam1
10116.ENSRNOP00000001916,10116.ENSRNOP00000028051,804,Serpine1,Tgfb1
10116.ENSRNOP00000001916,10116.ENSRNOP00000014096,588,Serpine1,Casp3
10116.ENSRNOP00000001916,10116.ENSRNOP00000019346,773,Serpine1,A2m
10116.ENSRNOP00000001916,10116.ENSRNOP00000023664,434,Serpine1,Anxa1
10116.ENSRNOP00000001916,10116.ENSRNOP00000071837,499,Serpine1,Src
10116.ENSRNOP00000001916,10116.ENSRNOP00000018776,521,Serpine1,Lcn2
10116.ENSRNOP00000001916,10116.ENSRNOP00000006087,544,Serpine1,Egfr
10116.ENSRNOP00000001916,10116.ENSRNOP00000010968,480,Serpine1,Irf1
10116.ENSRNOP00000001916,10116.ENSRNOP00000019192,593,Serpine1,Hmox1
10116.ENSRNOP00000001916,10116.ENSRNOP00000022055,407,Serpine1,Hmgcr
10116.ENSRNOP00000001916,10116.ENSRNOP00000007949,448,Serpine1,Il1rn
10116.ENSRNOP00000001916,10116.ENSRNOP00000003703,510,Serpine1,Areg
10116.ENSRNOP00000001916,10116.ENSRNOP00000069578,513,Serpine1,Kng1
10116.ENSRNOP00000001916,10116.ENSRNOP00000023388,661,Serpine1,Fgf2
10116.ENSRNOP00000001916,10116.ENSRNOP00000009000,582,Serpine1,Cd44
10116.ENSRNOP00000001916,10116.ENSRNOP00000026760,586,Serpine1,Stat3
10116.ENSRNOP00000001916,10116.ENSRNOP00000060007,442,Serpine1,Fga
10116.ENSRNOP00000001916,10116.ENSRNOP00000063960,977,Serpine1,Plaur
10116.ENSRNOP00000001916,10116.ENSRNOP00000015836,831,Serpine1,F3
10116.ENSRNOP00000001916,10116.ENSRNOP00000039779,522,Serpine1,Apob
10116.ENSRNOP00000001916,10116.ENSRNOP00000014020,574,Serpine1,Tlr4
10116.ENSRNOP00000001916,10116.ENSRNOP00000069322,739,Serpine1,Thbs1
10116.ENSRNOP00000001916,10116.ENSRNOP00000042230,645,Serpine1,Hif1a
10116.ENSRNOP00000001916,10116.ENSRNOP00000071805,448,Serpine1,Itga5
10116.ENSRNOP00000001916,10116.ENSRNOP00000040878,658,Serpine1,Gapdh
10116.ENSRNOP00000001916,10116.ENSRNOP00000070344,421,Serpine1,Lgals3
10116.ENSRNOP00000001916,10116.ENSRNOP00000065624,439,Serpine1,F2r
10116.ENSRNOP00000001916,10116.ENSRNOP00000009813,565,Serpine1,Fgb
10116.ENSRNOP00000001916,10116.ENSRNOP00000065314,558,Serpine1,Lox
10116.ENSRNOP00000001916,10116.ENSRNOP00000013732,877,Serpine1,Il6
10116.ENSRNOP00000001916,10116.ENSRNOP00000013745,863,Serpine1,Timp1
10116.ENSRNOP00000001916,10116.ENSRNOP00000002114,430,Serpine1,Nfe2l2
10116.ENSRNOP00000001916,10116.ENSRNOP00000005331,505,Serpine1,Apln
10116.ENSRNOP00000001916,10116.ENSRNOP00000012939,503,Serpine1,Snai1
10116.ENSRNOP00000001916,10116.ENSRNOP00000034797,676,Serpine1,Sele
10116.ENSRNOP00000001916,10116.ENSRNOP00000003649,529,Serpine1,Cxcl10
10116.ENSRNOP00000001916,10116.ENSRNOP00000023196,408,Serpine1,Pdgfb
10116.ENSRNOP00000001916,10116.ENSRNOP00000069851,411,Serpine1,Hmgb1
10116.ENSRNOP00000001916,10116.ENSRNOP00000062358,573,Serpine1,Spp1
10116.ENSRNOP00000001916,10116.ENSRNOP00000032276,441,Serpine1,Pf4
10116.ENSRNOP00000001916,10116.ENSRNOP00000028143,416,Serpine1,Pten
10116.ENSRNOP00000001916,10116.ENSRNOP00000035811,505,Serpine1,Adm
10116.ENSRNOP00000001916,10116.ENSRNOP00000007356,501,Serpine1,Gcg
10116.ENSRNOP00000001916,10116.ENSRNOP00000054197,411,Serpine1,Col4a1
10116.ENSRNOP00000001916,10116.ENSRNOP00000073101,669,Serpine1,Acta2
10116.ENSRNOP00000001916,10116.ENSRNOP00000006200,761,Serpine1,Thbd
10116.ENSRNOP00000001916,10116.ENSRNOP00000013979,467,Serpine1,Gpx8
10116.ENSRNOP00000001916,10116.ENSRNOP00000053756,515,Serpine1,Cd68
10116.ENSRNOP00000001916,10116.ENSRNOP00000066672,500,Serpine1,Rhoa
10116.ENSRNOP00000001916,10116.ENSRNOP00000011727,480,Serpine1,Mmp12
10116.ENSRNOP00000001935,10116.ENSRNOP00000063226,973,Sh2b2,Cbl
10116.ENSRNOP00000001935,10116.ENSRNOP00000020822,482,Sh2b2,Rhoq
10116.ENSRNOP00000001935,10116.ENSRNOP00000011130,562,Sh2b2,Lyn
10116.ENSRNOP00000001935,10116.ENSRNOP00000038369,479,Sh2b2,Akt1
10116.ENSRNOP00000001935,10116.ENSRNOP00000071877,858,Sh2b2,Jak2
10116.ENSRNOP00000001935,10116.ENSRNOP00000070674,543,Sh2b2,Grb10
10116.ENSRNOP00000001935,10116.ENSRNOP00000071837,625,Sh2b2,Src
10116.ENSRNOP00000001960,10116.ENSRNOP00000063723,506,Tmem120a,Piezo2
10116.ENSRNOP00000001960,10116.ENSRNOP00000069995,477,Tmem120a,Piezo1
10116.ENSRNOP00000001968,10116.ENSRNOP00000074340,826,Pom121,Nup155
10116.ENSRNOP00000001968,10116.ENSRNOP00000075209,481,Pom121,Cpsf2
10116.ENSRNOP00000001968,10116.ENSRNOP00000072371,400,Pom121,Aurkb
10116.ENSRNOP00000001968,10116.ENSRNOP00000025086,888,Pom121,Nup93
10116.ENSRNOP00000001968,10116.ENSRNOP00000017421,499,Pom121,Magoh
10116.ENSRNOP00000001968,10116.ENSRNOP00000028807,521,Pom121,Rbm8a
10116.ENSRNOP00000001968,10116.ENSRNOP00000065967,427,Pom121,Snrpd3
10116.ENSRNOP00000001968,10116.ENSRNOP00000039298,405,Pom121,Snrpb
10116.ENSRNOP00000001968,10116.ENSRNOP00000020854,414,Pom121,Hspa14
10116.ENSRNOP00000001968,10116.ENSRNOP00000050493,430,Pom121,Gemin5
10116.ENSRNOP00000001968,10116.ENSRNOP00000009203,508,Pom121,Nup107
10116.ENSRNOP00000001968,10116.ENSRNOP00000007351,403,Pom121,Snrpf
10116.ENSRNOP00000001968,10116.ENSRNOP00000024456,428,Pom121,Smn1
10116.ENSRNOP00000001968,10116.ENSRNOP00000023628,417,Pom121,Hspa4
10116.ENSRNOP00000001968,10116.ENSRNOP00000070497,900,Pom121,Pom121l2
10116.ENSRNOP00000001968,10116.ENSRNOP00000014275,800,Pom121,Ndc1
10116.ENSRNOP00000001968,10116.ENSRNOP00000024406,510,Pom121,Ube2i
10116.ENSRNOP00000001968,10116.ENSRNOP00000065784,412,Pom121,Birc5
10116.ENSRNOP00000001968,10116.ENSRNOP00000008888,804,Pom121,Nup210
10116.ENSRNOP00000001968,10116.ENSRNOP00000021221,403,Pom121,Snrpd2
10116.ENSRNOP00000001968,10116.ENSRNOP00000050029,645,Pom121,Rangap1
10116.ENSRNOP00000001968,10116.ENSRNOP00000051838,503,Pom121,Alyref
10116.ENSRNOP00000001968,10116.ENSRNOP00000014833,817,Pom121,Nup205
10116.ENSRNOP00000001968,10116.ENSRNOP00000029085,801,Pom121,Rae1
10116.ENSRNOP00000001968,10116.ENSRNOP00000072747,408,Pom121,Hikeshi
10116.ENSRNOP00000001968,10116.ENSRNOP00000006205,511,Pom121,Nxt1
10116.ENSRNOP00000001968,10116.ENSRNOP00000047775,400,Pom121,Snrpe
10116.ENSRNOP00000001968,10116.ENSRNOP00000018646,423,Pom121,Snrpd1
10116.ENSRNOP00000001968,10116.ENSRNOP00000024182,556,Pom121,Nup133
10116.ENSRNOP00000001968,10116.ENSRNOP00000011898,403,Pom121,Ago2
10116.ENSRNOP00000001968,10116.ENSRNOP00000032298,909,Pom121,Nup188
10116.ENSRNOP00000001968,10116.ENSRNOP00000028856,406,Pom121,Hspa12b
10116.ENSRNOP00000001968,10116.ENSRNOP00000027622,406,Pom121,Hdac4
10116.ENSRNOP00000001968,10116.ENSRNOP00000070138,400,Pom121,Cdk1
10116.ENSRNOP00000001968,10116.ENSRNOP00000003070,521,Pom121,Nup54
10116.ENSRNOP00000001968,10116.ENSRNOP00000027575,833,Pom121,Nup98
10116.ENSRNOP00000001968,10116.ENSRNOP00000072333,499,Pom121,Tifa
10116.ENSRNOP00000001968,10116.ENSRNOP00000012628,887,Pom121,Nup35
10116.ENSRNOP00000001968,10116.ENSRNOP00000017204,742,Pom121,Nup58
10116.ENSRNOP00000001968,10116.ENSRNOP00000036307,719,Pom121,Nup160
10116.ENSRNOP00000001968,10116.ENSRNOP00000069425,403,Pom121,Mdm2
10116.ENSRNOP00000001968,10116.ENSRNOP00000001979,900,Pom121,Nup153
10116.ENSRNOP00000001968,10116.ENSRNOP00000067749,414,Pom121,Hspa1a
10116.ENSRNOP00000001968,10116.ENSRNOP00000067556,673,Pom121,Nup62
10116.ENSRNOP00000001968,10116.ENSRNOP00000073799,421,Pom121,Eif4e
10116.ENSRNOP00000001968,10116.ENSRNOP00000022367,400,Pom121,Snrpg
10116.ENSRNOP00000001968,10116.ENSRNOP00000047771,526,Pom121,Rnps1
10116.ENSRNOP00000001968,10116.ENSRNOP00000018155,887,Pom121,Nup50
10116.ENSRNOP00000001968,10116.ENSRNOP00000005035,803,Pom121,Nup85
10116.ENSRNOP00000001979,10116.ENSRNOP00000016130,586,Nup153,Psip1
10116.ENSRNOP00000001979,10116.ENSRNOP00000019351,760,Nup153,Lmnb1
10116.ENSRNOP00000001979,10116.ENSRNOP00000020543,788,Nup153,Tnpo1
10116.ENSRNOP00000001979,10116.ENSRNOP00000017204,933,Nup153,Nup58
10116.ENSRNOP00000001979,10116.ENSRNOP00000032298,971,Nup153,Nup188
10116.ENSRNOP00000001979,10116.ENSRNOP00000012376,941,Nup153,Kpnb1
10116.ENSRNOP00000001979,10116.ENSRNOP00000028856,437,Nup153,Hspa12b
10116.ENSRNOP00000001979,10116.ENSRNOP00000070138,525,Nup153,Cdk1
10116.ENSRNOP00000001979,10116.ENSRNOP00000075341,476,Nup153,Smad2
10116.ENSRNOP00000001979,10116.ENSRNOP00000073799,461,Nup153,Eif4e
10116.ENSRNOP00000001979,10116.ENSRNOP00000069002,765,Nup153,Lbr
10116.ENSRNOP00000001979,10116.ENSRNOP00000024924,638,Nup153,Otud4
10116.ENSRNOP00000001979,10116.ENSRNOP00000067556,976,Nup153,Nup62
10116.ENSRNOP00000001979,10116.ENSRNOP00000022367,400,Nup153,Snrpg
10116.ENSRNOP00000001979,10116.ENSRNOP00000005035,992,Nup153,Nup85
10116.ENSRNOP00000001979,10116.ENSRNOP00000014004,719,Nup153,Ipo7
10116.ENSRNOP00000001979,10116.ENSRNOP00000018155,998,Nup153,Nup50
10116.ENSRNOP00000001979,10116.ENSRNOP00000040222,850,Nup153,Tnpo3
10116.ENSRNOP00000001979,10116.ENSRNOP00000036307,978,Nup153,Nup160
10116.ENSRNOP00000001979,10116.ENSRNOP00000014384,840,Nup153,Kpna4
10116.ENSRNOP00000001979,10116.ENSRNOP00000069425,415,Nup153,Mdm2
10116.ENSRNOP00000001979,10116.ENSRNOP00000075380,428,Nup153,Ranbp17
10116.ENSRNOP00000001979,10116.ENSRNOP00000037346,474,Nup153,Smad3
10116.ENSRNOP00000001979,10116.ENSRNOP00000014062,841,Nup153,Xpo1
10116.ENSRNOP00000001979,10116.ENSRNOP00000065967,400,Nup153,Snrpd3
10116.ENSRNOP00000001979,10116.ENSRNOP00000020795,880,Nup153,Kpna2
10116.ENSRNOP00000001979,10116.ENSRNOP00000002579,776,Nup153,Ranbp1
10116.ENSRNOP00000001979,10116.ENSRNOP00000072371,489,Nup153,Aurkb
10116.ENSRNOP00000001979,10116.ENSRNOP00000052160,429,Nup153,Hnrnpa1
10116.ENSRNOP00000001979,10116.ENSRNOP00000051838,727,Nup153,Alyref
10116.ENSRNOP00000001979,10116.ENSRNOP00000072747,516,Nup153,Hikeshi
10116.ENSRNOP00000001979,10116.ENSRNOP00000075584,763,Nup153,Emd
10116.ENSRNOP00000001979,10116.ENSRNOP00000018646,414,Nup153,Snrpd1
10116.ENSRNOP00000001979,10116.ENSRNOP00000071569,619,Nup153,Kpna1
10116.ENSRNOP00000001979,10116.ENSRNOP00000007351,403,Nup153,Snrpf
10116.ENSRNOP00000001979,10116.ENSRNOP00000014275,933,Nup153,Ndc1
10116.ENSRNOP00000001979,10116.ENSRNOP00000021221,400,Nup153,Snrpd2
10116.ENSRNOP00000001979,10116.ENSRNOP00000008888,971,Nup153,Nup210
10116.ENSRNOP00000001979,10116.ENSRNOP00000014489,508,Nup153,Tprn
10116.ENSRNOP00000001979,10116.ENSRNOP00000013581,407,Nup153,Arih1
10116.ENSRNOP00000001979,10116.ENSRNOP00000027575,998,Nup153,Nup98
10116.ENSRNOP00000001979,10116.ENSRNOP00000003070,984,Nup153,Nup54
10116.ENSRNOP00000001979,10116.ENSRNOP00000012628,988,Nup153,Nup35
10116.ENSRNOP00000001979,10116.ENSRNOP00000024182,988,Nup153,Nup133
10116.ENSRNOP00000001979,10116.ENSRNOP00000011898,437,Nup153,Ago2
10116.ENSRNOP00000001979,10116.ENSRNOP00000012715,407,Nup153,Tmpo
10116.ENSRNOP00000001979,10116.ENSRNOP00000003977,450,Nup153,Abcc3
10116.ENSRNOP00000001979,10116.ENSRNOP00000027622,531,Nup153,Hdac4
10116.ENSRNOP00000001979,10116.ENSRNOP00000029891,540,Nup153,C6
10116.ENSRNOP00000001979,10116.ENSRNOP00000047771,510,Nup153,Rnps1
10116.ENSRNOP00000001979,10116.ENSRNOP00000025281,540,Nup153,Tomm40
10116.ENSRNOP00000001979,10116.ENSRNOP00000022659,417,Nup153,Fanca
10116.ENSRNOP00000001979,10116.ENSRNOP00000002425,945,Nup153,Senp2
10116.ENSRNOP00000001979,10116.ENSRNOP00000067749,457,Nup153,Hspa1a
10116.ENSRNOP00000001979,10116.ENSRNOP00000017421,504,Nup153,Magoh
10116.ENSRNOP00000001979,10116.ENSRNOP00000028807,503,Nup153,Rbm8a
10116.ENSRNOP00000001979,10116.ENSRNOP00000020854,453,Nup153,Hspa14
10116.ENSRNOP00000001979,10116.ENSRNOP00000050493,458,Nup153,Gemin5
10116.ENSRNOP00000001979,10116.ENSRNOP00000009203,993,Nup153,Nup107
10116.ENSRNOP00000001979,10116.ENSRNOP00000039298,449,Nup153,Snrpb
10116.ENSRNOP00000001979,10116.ENSRNOP00000015956,618,Nup153,Got2
10116.ENSRNOP00000001979,10116.ENSRNOP00000039019,618,Nup153,Rasl2-9
10116.ENSRNOP00000001979,10116.ENSRNOP00000075209,441,Nup153,Cpsf2
10116.ENSRNOP00000001979,10116.ENSRNOP00000074340,994,Nup153,Nup155
10116.ENSRNOP00000001979,10116.ENSRNOP00000014859,496,Nup153,Ipo5
10116.ENSRNOP00000001979,10116.ENSRNOP00000025086,995,Nup153,Nup93
10116.ENSRNOP00000001979,10116.ENSRNOP00000007285,725,Nup153,Mad2l1
10116.ENSRNOP00000001979,10116.ENSRNOP00000029085,970,Nup153,Rae1
10116.ENSRNOP00000001979,10116.ENSRNOP00000014833,996,Nup153,Nup205
10116.ENSRNOP00000001979,10116.ENSRNOP00000004672,433,Nup153,Thoc6
10116.ENSRNOP00000001979,10116.ENSRNOP00000050029,883,Nup153,Rangap1
10116.ENSRNOP00000001979,10116.ENSRNOP00000006205,740,Nup153,Nxt1
10116.ENSRNOP00000001979,10116.ENSRNOP00000032371,825,Nup153,Kpna3
10116.ENSRNOP00000001979,10116.ENSRNOP00000047775,400,Nup153,Snrpe
10116.ENSRNOP00000001979,10116.ENSRNOP00000024456,415,Nup153,Smn1
10116.ENSRNOP00000001979,10116.ENSRNOP00000023628,502,Nup153,Hspa4
10116.ENSRNOP00000001979,10116.ENSRNOP00000024406,583,Nup153,Ube2i
10116.ENSRNOP00000001979,10116.ENSRNOP00000028328,548,Nup153,Bax
10116.ENSRNOP00000001979,10116.ENSRNOP00000065784,414,Nup153,Birc5
10116.ENSRNOP00000001979,10116.ENSRNOP00000026552,450,Nup153,Ipo4
10116.ENSRNOP00000001979,10116.ENSRNOP00000026705,822,Nup153,Lmna
10116.ENSRNOP00000001989,10116.ENSRNOP00000035405,551,Rfc2,Isg15
10116.ENSRNOP00000001989,10116.ENSRNOP00000066206,705,Rfc2,Cdc45
10116.ENSRNOP00000001989,10116.ENSRNOP00000018923,600,Rfc2,Cdt1
10116.ENSRNOP00000001989,10116.ENSRNOP00000025317,958,Rfc2,Rad9a
10116.ENSRNOP00000001989,10116.ENSRNOP00000074031,503,Rfc2,Tp53
10116.ENSRNOP00000001989,10116.ENSRNOP00000008508,430,Rfc2,Atad2
10116.ENSRNOP00000001989,10116.ENSRNOP00000052521,589,Rfc2,Mad2l2
10116.ENSRNOP00000001989,10116.ENSRNOP00000051856,504,Rfc2,Nploc4
10116.ENSRNOP00000001989,10116.ENSRNOP00000073202,781,Rfc2,Exo1
10116.ENSRNOP00000001989,10116.ENSRNOP00000005576,720,Rfc2,Dtl
10116.ENSRNOP00000001989,10116.ENSRNOP00000073657,514,Rfc2,Rad51ap1
10116.ENSRNOP00000001989,10116.ENSRNOP00000071363,703,Rfc2,Cdc6
10116.ENSRNOP00000001989,10116.ENSRNOP00000072366,747,Rfc2,Brca1
10116.ENSRNOP00000001989,10116.ENSRNOP00000023017,660,Rfc2,B2m
10116.ENSRNOP00000001989,10116.ENSRNOP00000073334,444,Rfc2,Rrm2
10116.ENSRNOP00000001989,10116.ENSRNOP00000015227,528,Rfc2,Clspn
10116.ENSRNOP00000001989,10116.ENSRNOP00000027305,566,Rfc2,Eef1g
